"UF;MUNICÍPIO;IBGE;TIPOLOGIA;ZONA;NOME DO ESTABELECIMENTO;STATUS"
"PI;SAO JOAO DO ARRAIAL;2209971;ESCOLA;URBANO;KIT - ESCOLA FAMILIA AGRICOLA DOS COCAIS;ATIVADO                                                                                                           "
"PI;RIO GRANDE DO PIAUI;2209005;TELECENTRO;URBANO;KIT - PROGRAMA DE ERRADICACAO DO TRABALHO INFANTIL PETI;ATIVADO                                                                                        "
"PI;OEIRAS;2207009;PONTO DE CULTURA;URBANO;FUNDED  FUNDACAO DOM EDILBERTO DINKELBORG;ATIVADO                                                                                                             "
"PI;FLORIANO;2203909;PONTO DE CULTURA;RURAL;TEATRO ESCANDALO LEGALIZADO;ATIVADO                                                                                                                          "
"PI;ALTOS;2200400;TELECENTRO;URBANO;KIT - SECRETARIA MUNICIPAL DE ASSISTENCIA SOCIAL;ATIVADO                                                                                                             "
"PE;SAO CAITANO;2613107;TELECENTRO;URBANO;KIT - CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL CREAS SALA;ATIVADO                                                                              "
"PE;OLINDA;2609600;PONTO DE CULTURA;URBANO;NOSSOS PATRIMONIOS VIVOS;ATIVADO                                                                                                                              "
"PE;GLORIA DO GOITA;2606101;PONTO DE CULTURA;RURAL;ACAO CULTURAL;ATIVADO                                                                                                                                 "
"PE;IBIMIRIM;2606606;CRAS;URBANO;KIT - CENTRO REFERENCIA DE ASSISTENCIA SOCIAL CRAS;ATIVADO                                                                                                              "
"PB;RIACHO DOS CAVALOS;2512804;CRAS;URBANO;KIT - CRAS;ATIVADO                                                                                                                                            "
"PB;PAULISTA;2510907;TELECENTRO;URBANO;KIT - CENTRO DE INCLUSAO DIGITAL DA SECRETRARIA MUNICIPAL DE ACAO SOCIAL;ATIVADO                                                                                  "
"PB;JOAO PESSOA;2507507;NÃO INFORMADO;URBANO;CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DA PARAIBA  CEFETPB;ATIVADO                                                                                          "
"PB;JOAO PESSOA;2507507;PONTO DE CULTURA;URBANO;CENTRO DE CULTURA POPULAR PIOLLIN;ATIVADO                                                                                                                "
"PB;CONDE;2504603;TELECENTRO;RURAL;TELECENTRO COMUNITARIO SITIO DE MITUACU;ATIVADO                                                                                                                       "
"PB;SANTA INES;2513356;TELECENTRO;URBANO;KIT - CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL;ATIVADO                                                                                                        "
"PB;BAIA DA TRAIÇÃO;2501401;ESCOLA;RURAL;EMEF PAULO EUFRASIO RODRIGUES;ATIVADO                                                                                                                           "
"PA;VITORIA DO XINGU;1508357;TELECENTRO;URBANO;KIT - MME CENTRO ELETRONORTE DE CULTURA - GCCA ;ATIVADO                                                                                                   "
"PA;PACAJÁ;1505486;TELECENTRO;RURAL;CENTRO DE INCLUSAO DIGITAL DE PACAJA  PROJETO TOPAWA K;ATIVADO                                                                                                       "
"PA;BELEM;1501402;POSTO DE FRONTEIRA;URBANO;FAB/DESTACAMENTO DE CONTROLE DO ESPACO AEREO  BELEM;ATIVADO                                                                                                  "
"MT;PORTO ESPERIDIAO;5106828;POSTO DE FRONTEIRA;URBANO;FAB/DESTACAMENTO DE CONTROLE DO ESPACO AEREO  PORTO ESPERIDIAO;ATIVADO                                                                            "
"MT;GAUCHA DO NORTE;5103858;INDÍGENA;RURAL;XINGU  ALDEIA YWALAPITI;ATIVADO                                                                                                                               "
"MS;SIDROLANDIA;5007901;PONTO DE CULTURA;RURAL;ANCA  CENTRO DE CAPACITACAO E PESQUISA GERALDO GARCIA;ATIVADO                                                                                             "
"MS;CAMAPUA;5002605;TELECENTRO;URBANO;KIT - SECRETARIA DE ASSISTENCIA SOCIAL;ATIVADO                                                                                                                     "
"MG;VIRGEM DA LAPA;3171600;NÃO INFORMADO;URBANO;ESCOLA AGRICOLA DE VIRGEM DA LAPA  MOPEFAV;ATIVADO                                                                                                       "
"MG;UBERLANDIA;3170206;POSTO DE FRONTEIRA;URBANO;EB/36 BATALHAO DE INFANTARIA MOTORIZADO;ATIVADO                                                                                                         "
"MG;SAO SEBASTIAO DO RIO PRETO;3164803;TELECENTRO;URBANO;KIT - TELECENTRO COMUNITARIO DE SAO SEBASTIAO DO RIO PRETO;ATIVADO                                                                              "
"MG;SAO ROQUE DE MINAS;3164308;CRAS;URBANO;KIT - CENTRO DE REFERENCIA DE ACAO SOCIAL CRAS;ATIVADO                                                                                                        "
"MG;SANTANA DO JACARE;3158805;TELECENTRO;URBANO;KIT - SECRETARIA MUNICIPAL DE ASSISTENCIA SOCIAL;ATIVADO                                                                                                 "
"MG;RIO VERMELHO;3156007;TELECENTRO;URBANO;KIT - CENTRO DE ASSISTENCIA SOCIAL;ATIVADO                                                                                                                    "
"MG;OURO VERDE DE MINAS;3146206;QUILOMBO;RURAL;ASSOCIACAO DA COMUNIDADE NEGRA RURAL QUILOMBA DE SANTA CRUZ;ATIVADO                                                                                       "
"MG;LAGOA DA PRATA;3137205;TELECENTRO;URBANO;KIT - SALA ANEXA AO SINE;ATIVADO                                                                                                                            "
"MG;MATA VERDE;3140555;TELECENTRO;RURAL;KIT - TELECENTRO COMUNITARIO;ATIVADO                                                                                                                             "
"MG;GUAXUPE;3128709;PONTO DE CULTURA;URBANO;SERVIÇO DE OBRAS SOCIAIS - CASA DA CRIANÇA;ATIVADO                                                                                                           "
"MG;GUARANI;3128402;TELECENTRO;URBANO;KIT - CENTRO DE REFERENCIA E ASSISTENCIA SOCIAL;ATIVADO                                                                                                            "
"MG;FORTUNA DE MINAS;3126406;TELECENTRO;URBANO;KIT - SECRETARIA MUNICIPAL DE ASSISTENCIA SOCIAL;ATIVADO                                                                                                  "
"MG;ESPINOSA;3124302;CRAS;URBANO;KIT - CRAS CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL;ATIVADO                                                                                                           "
"MG;CONSELHEIRO PENA;3118403;TELECENTRO;URBANO;TELECENTRO COMUNITÁRIO DE INCLUSO DIGITAL;ATIVADO                                                                                                         "
"MG;DIVISOPOLIS;3122454;TELECENTRO;URBANO;KIT - SALA NA SECRETARIA DE ASSISTENCIA SOCIAL;ATIVADO                                                                                                         "
"MG;BELMIRO BRAGA;3106101;PONTO DE CULTURA;URBANO;PONTO DE  CULTURA SAO JOSE DAS CULTURAS;EM ATIVAÇÃO                                                                                                    "
